name	age	party	constituency	pid	date	house_code	house_no	debate_section_topic	debate_section_id	contribution	order_in_discourse
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	He was opposed bitterly to having the taxpayer put money into AIB and now he is opposed to getting the money back. That is consistency I suppose from the leader of Sinn Féin.	spk_102
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	I have not mentioned the Northern Bank. I am not sure if it was Irish money or sterling but I did not mention the Northern Bank. Deputy Adams has been consistent about burning bondholders-----	spk_104
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	-----that Ireland should default, that our economy would never recover, that we are a Third World country and that nothing was ever right here. I do not know if he even sees the sun shining on these summer days. The previous Government and this one have continued the process of rectifying an unholy and unprecedented mess that was inherited. We have dealt with that-----	spk_106
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	-----to the point that the country is in a much stronger position than it was previously.	spk_108
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	There are still many challenges ahead and I hope the Government continues to do its duty in office. It will focus entirely on decisions that will be made in the interests of the people. This is one decision that is in the interests of the people. The Minister has taken advice over a long period and the optimum time is now. The economic circumstances are very good and this is a test of the value - it will be floated on the stock exchange - of what a 25% offering for AIB will bring in. Over the next decade or so, it will bring about a situation in which private banking offers competition in the interests of a strong economy and an opportunity for people. Deputy Adams can stick with his mantra. He spoke to me last week about long goodbyes and I offered to wait for him. I understand the movement is now asserting that Deputy Adams should stand up and make a declaration as to his future intentions also.	spk_110
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	I thank him for his consistency. I do not share his view. This is the right thing to do with AIB and now is the right time to do it.	spk_112
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	We favour a situation where the bank would be restored to being a private banking enterprise and where it would provide competition in the interests of the country. If I recall correctly, another of the Deputy's mantras was that the troika should be sent home.	spk_118
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	I agree because one of the saddest days I attended here was the day our sovereignty was taken from us-----	spk_120
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	-----when the late Minister for Finance and the former Taoiseach walked off the Government stage and were replaced by the troika, led by Mr. Chopra. The call was that they should be sent home. They are gone. The previous Government was in a position to exit the bailout programme, despite the fact that people had stated we could not do it and that very difficult conditions would be imposed.	spk_122
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	They have left our shores and we have retrieved our sovereignty and restored our economic independence. Furthermore, we have also given the flag back to the people with a new sense of understanding and respect. Deputy Gerry Adams says this is in the interests of the bankers. There were 225,000 new jobs created in the past few years. The young men and young women of this country work to build our economy and international reputation and send the brand image that we are not afraid to face up to our challenges or make hard decisions and that we are not afraid to make sacrifices in the interests of everybody. While we have many challenges ahead, we are in a much better position than we were. Had we followed the Deputy's line, I hate to think where we would be now.	spk_124
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	We have had a lot of discussions about this issue already. The Government made the decision, which the Houses accepted, that the Charleton inquiry should be set up. As I pointed out to Deputy Mick Barry yesterday, the appointment of Mr. Justice Charleton was exceptionally appropriate, having dealt with the Morris tribunal for over a decade in County Donegal. I prefer to let him and his commission do their work. I do not know whether the allegation about the particular phone being missing is true or not, but the justice has set out the timescale and the hearings that are to take place. There will be public hearings of the commission in July on this very issue. The Committee of Public Accounts is meeting this morning and I have heard some of the comments made about the discrepancies in some of the contributions being made. Be that as it may, the House has set up a commission of investigation, a tribunal, to deal with this matter and no better person than Mr. Justice Charleton to deal with it. The Deputy's question about the previous Commissioner was the subject of a full-scale commission of investigation which made its judgment and ruling. Obviously, the current Commissioner is one of the people whom I named yesterday as having legal representation at the Charleton inquiry. The hearings will take place in public in July, which is not too far distant. I expect Mr. Justice Charleton to find out the veracity of the allegations, the facts and the truth. That is why he was appointed.	spk_126
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	The Deputy completely underestimates the capacity of Mr. Justice Charleton who is the sole member in charge of a full tribunal. He is not the kind of person who will be led astray by filtered information. Believe me, if the Deputy is suggesting the tribunal liaison group is deliberately filtering information to him that is either irrelevant or not meaningful, he is not the kind of person who will let it pass by.I have every faith in Mr. Justice Charleton doing 100% of what he has been appointed to do. He is not the type of person to accept information that might be filtered or which he might be asked to accept as being the full truth. His job is to find that out and I have 100% faith in him doing that. The people who appear before him had better be very clear in the answers they give him.	spk_128
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	How long do I have, a Cheann Comhairle?	spk_135
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	I thank Deputy Grealish for his kind comments. I hope to see him in Pearse Stadium on Sunday week and I hope he will be as kind to me then when we take to the field. I have absolutely no regrets about having appointed Deputy Simon Coveney and Deputy Leo Varadkar as Ministers. They are two fine young men who have a real opportunity-----	spk_138
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	They might not have been my supporters when my friend Richard took to the field some years ago. Be that as it may, I was happy to appoint them to Front Bench positions, to watch them grow as Ministers and to bring about a situation where they have actively and vigorously campaigned around the country for the last number of weeks for the right to lead this party. Whatever the decision of the Fine Gael electorate is, I hope that whoever is elected leader of the party will continue in government and will always make decisions in the interests of our people. Every decision it makes and every step the Government takes should be about the country and the people. I am sure that is deeply embedded in their political philosophy. From my perspective, I have been a Member of the House for a long time. I have seen all the tensions and all the outbreaks of viciousness and sometimes fisticuffs when people were being either moved on after elections or shoved out the gate. I have always made it clear that instinct is important for politicians and, indeed, sports people. After 42 years in the House, 13 elections, 15 years as leader of a major party and six years as Taoiseach, I am happy to be in a position to transfer responsibility to a younger generation. That is important in all walks of life. As for advice, it is a little later than people think and there is no time to waste. When the new Government is appointed, in whatever structure that might be, it must get on with challenges we face of keeping our economy moving, dealing with child poverty and homelessness, the provision of employment and creating the infrastructure we spoke about for the people who will live in this country over the next 30 or 40 years. As for regrets, I do not have any. Anybody who holds the position of Taoiseach had better have an optimistic and positive outlook. There is no point in going around looking like one is weighed down with the problems of the world.	spk_140
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	They existed before us and one must deal with them head-on and make the best decisions one can. I recall the Latin adage,  I thank Deputy Grealish for his comments. I appreciate them.	spk_142
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Leaders' Questions	dbsect_20	I appreciate the Deputy's comments. I will pass them on to somebody who is absolutely delighted.	spk_144
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I agree with the Deputy that boxing is not in crisis. The sports capital system has supported boxing clubs during the terms of Fianna Fáil and Fine Gael Governments over the years. The number of young boys and girls involved in boxing as a discipline, science and sport continues to increase. On Monday, I was in the north inner city and visited Ballybough Boxing Club. It has brand new facilities and really good coaches and it is doing a wonderful job. I am a big supporter of Bernard Dunne. He is a wonderful example to young people. He rose to become world champion in his weight division. I hope the personalities involved in the matter raised by the Deputy can work this out. As the Deputy rightly pointed out, Irish boxers have been very successful in many Olympic Games. Ireland is recognised by other countries as being outstanding in this regard and one of the top countries in the world. I hope, therefore, that the powers that be, or the personalities within the IABA, along with the Minister of State dealing with this, Deputy Patrick O'Donovan, and the Minister, Deputy Shane Ross, can come to an understanding that is in the interest of thousands of young people and in order that there will be a body that works in everybody's interest. After all, the Deputy's Government and a succession of Governments have put money into the facilities in Dublin and around the country. Through these, young people learn discipline, character formation and the science of boxing, if that is what they love. It is a sport in which they can rise to be world champions in their respective weight divisions. The Deputy's message is one that I fully understand.	spk_151
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	This is an important judgment by the Supreme Court. The Tánaiste, Deputy Frances Fitzgerald, and the Minister of State with direct responsibility in this area, Deputy David Stanton, have done a lot of work on this. Within the past month, before this judgment, they asked their officials to begin work to identify the options for and the barriers to asylum seekers gaining access to the labour market in particular circumstances. This judgment, therefore, gives this work increased priority. As the judgment has only just become available, as the Deputy is aware, the Department of Justice and Equality officials, together with the Office of the Attorney General, will examine it in the immediate future. It is important to note that the International Protection Act, which introduces the single application procedure for protection applicants, was brought through the Oireachtas by the Tánaiste and commenced on 30 December 2016. That is important legislation. The new Act is specifically designed to address the delays in decision-making on asylum claims. Since the beginning of the year, applications have already been decided with applicants having been recognised as refugees who can access the labour market now. Overall, 92% of the 173 recommendations in the McMahon report are now implemented or partially implemented, or are in progress. That is a significant increase on the figure of 80% in the first audit of progress, which was published last June. One hundred and twenty-one of the recommendations are now implemented, with a further 38 partially implemented or in progress. It includes the key recommendation of the working group, that is, the one on the introduction of the single application procedure within our international protection process. I do not have any difficulty at all in saying to the Deputy that the Minister of State, Deputy Stanton, in particular, will be happy to engage with Opposition Members to discuss the outcome of the ruling of the Supreme Court. I expect that once officials from the Office of the Attorney General and the Department of Justice and Equality have gone through the judgment in detail, the Minister of State will be very happy to have a discussion with Opposition Members and move on in the context of the findings of the Supreme Court.	spk_153
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I will have to come back to Deputy Howlin on this to give him an update. I will do so today.	spk_155
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I shall ask the Minister of State, Deputy Catherine Byrne, to deal with that.	spk_157
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	They did very well.	spk_163
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I am glad that the Deputy was listening to the contributions of two very able young Ministers. That is good. It shows that the Deputy is following through on his political decision not to be promiscuous and will support getting back into government-----	spk_165
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	That is very good. The homemaker's tax credit was increased in the budget. The Minister for Children and Youth Affairs, Deputy Katherine Zappone, has commented that she would like to see it increased further in recognition of the value of people caring in the home. I do not want to pronounce further on it at this point. Obviously, with regard to the shape and structure of the new Government, the matter will be addressed in the preparation of the budget for 2018.	spk_167
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I thank the Deputy for his comments. Both Enterprise Ireland and IDA Ireland were given the resources and the opportunity to recruit extra personnel. Detailed negotiations on Brexit have not yet started-----	spk_169
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	-----as the Deputy is aware following Mr. Barnier's contribution in this House. As required, IDA Ireland will identify the particular expertise it needs and where it should be located. That work is under way.	spk_171
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	The line of investment into the country is very strong. I will travel to Chicago early next week on a trade mission to continue that work. As the Deputy is aware, the agencies have been very successful. The extra personnel approved will be recruited, but IDA Ireland looks for particular characteristics and qualities in the people it employs.	spk_173
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I hope more people will be employed by it this year, as well as by Enterprise Ireland to assist companies which are exporting.	spk_175
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I admit that we have not brought the matter to a conclusion. I am sorry about that, but let me see what we can do in the time remaining to me. In fairness to the Deputy, he has raised it consistently. I know that there are discussions taking place between the Department of Public Expenditure and Reform and the Department of Health on the cost and structure of the scheme, but they have drifted for too long without reaching finality.	spk_183
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I will inquire about this. It is not just a case of them lying there. There are matters to be attended to before they can be signed off on. I will get back to the Deputy. Let us have an analysis of the entire scale, not just in the Department of Justice and Equality but in other Departments where legislation dealt with has not been commenced.	spk_187
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	The situation regarding recruitment has changed. There is a very active recruitment drive with young nurses now being offered permanent contracts. I am not sure of the details of what the Deputy is referring to in respect of only temporary contracts being offered. I will discuss this with the Minister and come back to her. I take her point about the lady who gave birth at the hospital. I am glad her baby is well.	spk_190
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	I will ask the Minister for Housing, Planning, Community and Local Government, who has the detail of this, to respond to the Deputy's query.	spk_192
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	It is not a case of allocating funding for a strategic development zone. As he is aware, strategic development zones mean that there are expedited planning permissions. The detail of the strategic development zone in this case outlines the kinds of development that can take place within the almost 500 acres allocated for the zone around the entire airport facility. The local authority has already produced its local plan, which was the advice received a number of years ago, and the proposition through the Minister for Housing, Planning, Community and Local Government was that the Government should now back this with approval for a strategic development zone. It is not a case of saying here is a certain amount of money. We now have the opportunity to follow through the development of that local authority plan with expedited planning permissions and business and commerce associated with the airline business, be that hangars or hotels. There is a range of issues that can now be followed through and put in that development zone. It is not a grant system that provides a certain amount of money. It is a case of everybody following the board of the local authority and business interests.	spk_196
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Questions on Promised Legislation	dbsect_21	We have had some conversations at the Cabinet sub-committee on various viruses and their outcomes. I will get the Minister for Health and the HSE to respond to the Deputy on this matter. I am not sure whether the incidence in County Kerry is any higher than in any other county but it is a very serious ailment and a challenge for a person when they are so afflicted.	spk_198
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Valuation (Amendment) Bill 2017: First Stage	dbsect_23	No.	spk_220
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Brexit Issues	dbsect_25	I propose to take Questions Nos. 1 to 3, inclusive, together. My Department, as outlined in the strategy statement, provides support services for the Taoiseach and the Government. As part of this service, the parliamentary liaison unit was established to perform a liaison function to help ensure that Ministers and Departments are properly and fully informed of new responsibilities and procedures in the Thirty-second Dáil. The unit provides support to Ministers and their Departments on Oireachtas matters with a particular emphasis on assisting Departments with Private Members' business. It provides Departments with detailed information on the rules and procedures with regard to Private Members' business. In performing this function, the unit liaises on a regular basis with advisers to the Independent members of Government, including the chief strategist for the Independent Alliance and the political co-ordinator for the Independent Ministers in Government, to ensure that they are informed of Oireachtas issues and to assist them in engaging with the new processes arising from the Dáil reform changes. In this regard, the parliamentary liaison unit provides detailed information on upcoming matters in the Dáil and Seanad and highlights any new Oireachtas reform issues for their information.	spk_228
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Brexit Issues	dbsect_25	For the information of Deputy Haughey who asked this question previously, arrangements have been made by the Government, which has a different structure of government than any previously in a situation where there is a supply and confidence agreement with the Deputy's party, with Deputy Micheál Martin as leader, and which is set out to be followed. The same applies in the case of the Independent Alliance and any others who support the Government. All of these have been published. This liaison unit does not have anything to do with that. It is staffed by a principal officer, a higher executive officer and a clerical officer. As I said, it provides support for Ministers and their Departments on Oireachtas matters with particular emphasis on helping with Private Members' business. As the Deputy will be aware, amendments can be quite complex and detailed and the structures of that are explained to Ministers and their Departments as to what particular amendments might mean. The unit does not have any political function, for example, in dealing with Beaumont Hospital or a new emergency department there. That is an arrangement that has been agreed, between, in this case, the Minister of State, Deputy Finian McGrath, and the Government, and to fulfil that it must be able to be the subject of discussion by the Minister for Health and the Minister for Public Expenditure and Reform, and be in compliance with best practice. However, they all have been published. When Deputy Haughey states there is a need for transparency, openness and accountability, I share that view. The Deputy is long enough in the game to understand that people will jump at the first sign of seeking credit for issues that might just happen. Of course, anybody in politics who looks for credit anyway is a fool because the public will move on to the next item very quickly indeed-----	spk_230
Enda Kenny	66	Fine Gael	Mayo West	#EndaKenny	2017-05-31	dail	32	Brexit Issues	dbsect_25	-----not that Deputy Haughey ever sought that kind of shallow outcome for his politics. All these aspect are published and the staff involved comprises, as I stated, a principal officer, a higher executive officer and clerical officer. They do not have a political policy function. They explain the workings of the new changed Dáil, including Private Members' time and Private Members' legislation, and explain to Ministers the detailed rules and procedures that now surround Private Members' business.	spk_232
