pid	date	house_code	house_no	debate_section_topic	debate_section_id	contribution	order_in_discourse
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	My understanding is that the allocations are made every year based on the profile of the children in the school. For example, in any given year children with particular needs may leave the school and move on to another one or more kids with special needs may come in. It is based on the profile of the children in the school, not on the school itself. I understand that what Deputy Ó Ríordáin is saying is correct. We have 1,000 more special education teachers than we had back in 2021 and two thirds of schools will be gaining hours or having the number of hours remain the same. About one third of schools will be losing and in most cases, this loss will be less than five hours. My understanding is that this is based on the profile of the children currently in the school or due to be in the school for next year.	spk_101
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I can guarantee that. It might not necessarily be their school of first preference but I can guarantee that everyone in Kildare and also in my own constituency of Dublin West, where this also occurs, will receive a secondary school place. That is an absolute commitment and an absolute guarantee. Figures are used from the census and also from child benefit data. When it comes to secondary schools, the number of children enrolled in primary schools determines the need for secondary school places. What we have, though, on a lot of occasions is children's names being put down for multiple schools but schools cannot share that information for data protection reasons. What happens, and it certainly happens in my constituency, is that it appears at the start that there is a huge number of children without school places. Then, when the places are allocated and accepted or not, that number becomes much smaller and very often those children are not actually in the catchment are of the school to which they have applied.	spk_103
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	If it is the case that children are not able to find a place, we will make certain that they get one but we cannot always guarantee that it will be their place of first choice, particularly if the school is not in their catchment area.	spk_105
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I understand that a proposal was issued to staff representatives last year to establish a new grade of adult educator, with a standardised payscale aligned to Youthreach. A key issue that has been raised relates to incremental progression. The Ministers, Deputies Harris and Foley, who have regulatory responsibility for the ETB sector, have submitted an updated proposal to the Minister, Deputy Coveney. Officials are engaging on this updated proposal and hope to be able to conclude this matter an early opportunity.	spk_107
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I hope to travel to the US next months for the St. Patrick's Day events and I will, of course, use the opportunity, both in public and in private, to share the views of the Irish people, and my own views, on what is happening in Israel and Palestine. I hope by then there is already a ceasefire. Let us pray there is but either way, I will be sharing our views with our friends and colleagues in the US. It is important to say that the US, Egypt and Qatar are working together on a ceasefire proposal and it is incumbent on Israel and Hamas to accept the ceasefire proposal that is on the table.	spk_109
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	As is often the case, industrial relations disputes can be quite complicated. I have a four-page note that I could read out for the Deputy but I am not going to do that because time is limited but of course, the employer and the Government will engage with the representatives of the adult tutors with a view to coming to a resolution. If that cannot be done then, of course, there are options like the WRC or the Labour Court.	spk_111
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I thank the Deputy very much for raising this important issue. It has been raised with me by Deputies Feighan and MacSharry as well. It was expected that patients and staff at The Rock community hospital would move to the new community hospital in Ballyshannon this week. However, it emerged that following a vote taken by the nurses' union, staff refused to move to the new facility, citing concerns over staffing levels. In the interests of maintaining good employee relations, the HSE has agreed to defer the planned move and has requested further discussions on it. The Government stands ready to intervene. That would be through both sides going to the Workplace Relations Commission, which is under the auspices of the Minister, Deputy Coveney. The opening of the new community hospital in Ballyshannon is a priority and it will be fully operational at the earliest possible date.	spk_115
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I will have to look into it a little bit further. I am not an expert in how the courts operate but I do know they operate independently of this House and of the Government. I think it is the case that judges have discretion as to whether hearings are held	spk_117
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I thank the Deputy very much. He can be assured that the Government will be very keen to fund any plan to bring the barracks back into use and back to life. I do not know the details of the project but the Deputy can be assured that it is now very much on my radar.	spk_120
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	We did not actually remove our commitment but we did reduce it substantially on account of the financial crisis that occurred here 12 or 15 years ago. To cut to the chase, the situation is now different. We are in a much better place as a country, financially, and the Northern Ireland Executive and Assembly are back up and running. I had a chance to speak to the Minister, Mr. O'Dowd, about this on my trip to Stormont last Monday. In the next week or two we should be in a position to make a revised financial commitment to the A5. The figure has not yet been agreed by the Cabinet but once it is agreed, we will inform the House.	spk_122
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	There are a number of really important projects in Cork that we are keen to progress. the Deputy mentioned three of them: the north ring road, the M20 between Cork and Limerick and the Mallow bypass. There are other projects too such as the ones in Castlemartyr and Ringaskiddy. I could name a few more such as the project linking Carrigtohill, Midleton and Youghal. We will do our best to fund as many of the projects as possible. We are certainly keen to keep them alive and keep them going. We will have allocations on that agreed some time this week or perhaps even today. The Minister, Deputy Eamon Ryan, will be doing that.	spk_126
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I will have to come back to her on that. To my recollection, a number of increases were agreed on foot of the resolution of the dispute in the summer and then increases agreed in the public service pay agreement, which has not yet been ratified by the unions.I will come back to the Deputy with more detail when I can.	spk_128
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I understand that submission is currently with the Department and officials are going over the numbers to see what level of contribution would be appropriate. I will mention to the Minister of State, Deputy Byrne, and the Minister, Deputy Martin, that it was raised in the Chamber today.	spk_131
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	If the referendums are passed and the Constitution is so amended, it will still be possible for future governments and the Oireachtas to discriminate in favour of people who are married. That will not change. It will obviously be up to the Oireachtas and Government at the time to decide exactly on what basis they wish to favour or discriminate in favour of people who are married.	spk_133
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	This issue has not been brought to my attention before. Now that it has, I will make inquiries of the Minister of State, Senator Hackett, and the Minister, Deputy Ryan, and ask them to come back to the Deputy with a more thoughtful and detailed reply.	spk_135
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I thank the Deputy for his ongoing interest in the issue of rare diseases and orphan medicines. He and the Minister of State, Deputy Naughton, are two of the strongest advocates in the House on these issues. There was a change in the Revised Estimate in December in which we allocated a certain amount - I cannot recall the exact amount - for new medicines. It was not specifically for rare diseases but for new medicines generally. That means the HSE can approve new medicines out of the dedicated fund and from savings in the drugs budget more widely. I agree with the Deputy that it is important, when it comes to the strategies we produce, that we provide the funding to implement them. I know it has been a source of a lot of frustration, particularly in healthcare. There are some very good strategies and models of care but not always the funds to fully implement them.	spk_137
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	Of course I accept responsibility for it. I am the Taoiseach and the head of Government. I accept responsibility for all that is good about this country and also for trying to put right all that is wrong. That is my job as Taoiseach. The national children's hospital project is not a waste of money. It will be an absolutely fabulous facility.	spk_139
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	It will make an enormous difference. It will be there for 50 or 100 years. It will be comparable with and better than any children's hospital in the world. I know it has cost too much and taken too long. Like many other big projects, such as terminal 2 in Dublin Airport or the National Rehabilitation Hospital in Dún Laoghaire, nobody will regret it when they see it.	spk_141
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	I am very sorry to hear about that case. I read about it in the media. As the Deputy will be aware, the Health Act precludes-----	spk_143
#LeoVaradkar	2024-02-14	dail	33	Ceisteanna ar Pholasaí nó ar Reachtaíocht - Questions on Policy or Legislation	dbsect_10	Perhaps it is a different case. Either way, I am sorry to hear what that boy and his family have had to experience. The Health Act, for very good reasons, makes it unlawful for me or any Minister to direct the HSE to do anything for any particular patient. That would not be right, for all sorts of reasons. If the Deputy sends me on the details and permissions from the family to take an interest in the case, I will do that.	spk_145
#LeoVaradkar	2024-02-14	dail	33	Taoiseach's Meetings and Engagements	dbsect_14	Tógfaidh mé Ceisteanna Uimh. 1 go 8, go huile, le chéile. My programme included engagements with businesses with investments or interests in Ireland. I spoke at a dinner hosted by IDA Ireland, which was attended by business leaders from the manufacturing, chemical, technology and finance sectors. The Minister for Finance, Deputy Michael McGrath, also attended. I met with senior representatives of multinational companies with a significant imprint in Ireland. These meetings are typically an important opportunity for company executives to update me on progress with their operations in Ireland and their future development plans. I participated in a panel discussion on the hard power of artificial intelligence, which reflected on the opportunities and challenges of AI, especially in the areas of diplomacy and defence. Developments on artificial intelligence were a focus of discussions throughout the meeting, with many policymakers and business leaders conscious of the need to balance the risks and opportunities of the technology and to regulate in a way that protects the public interest while encouraging innovation. This balanced approach chimes with the approach the Government is taking. I also attended a foreign policy-focused event organised by 	spk_149
#LeoVaradkar	2024-02-14	dail	33	Taoiseach's Meetings and Engagements	dbsect_14	I thank Deputies for their questions. As was said earlier there are lots of conspiracy theories about Davos and the World Economic Forum, and particularly online. No big decisions are made there. In fact no decisions are made at all. If that was the case I would stay for the whole thing. As it happens I had to leave early and arrive late. I arrived late because the Chinese Prime Minister was visiting Ireland, and I had to leave early because I wanted to get to an event in Galway. I can guarantee that if the far right were correct I would not have arrived late and left early; I would have been there for the whole thing to sit in some secret room and make all these decisions they believe we make. I am a bit disappointed to hear Deputy Paul Murphy in some ways almost fuelling some of those theories by arguing that he almost understands why people believe these conspiracy theories. It is the far right and the far left working together again, which is not all that unusual. With regard to what happens there, it is a gathering of political, business and NGO leaders, along with academics and experts. It is worth attending. It is run very efficiently. There are 30-minute meeting slots, which start on time and end on time. They stick to the agenda. To organise those kinds of meetings with the people who attend - perhaps ten meetings in one day - would take weeks to organise. It is a gathering where a lot of people attend and where one can fit in a lot of meetings and get work done that otherwise would take a lot of time to organise. There are also roundtable discussions and dinners. I did not meet Hines at Davos or any asset management companies. I am not sure if they requested to meet me or not. The letter written to President von der Leyen was published this morning but we do not have a response yet. In fairness, it was only officially submitted this morning. President von der Leyen will need a bit of time to respond to it. I spoke with her by phone earlier in the week to discuss a number of different matters and I alerted her to the fact that Prime Minister Sánchez and I were writing this letter. I thought it was important she hear that from me and not from the media. Deputy McDonald asked questions around climate. We are making progress and progress is now accelerating. Emissions from Ireland are falling and while they are not falling fast enough they are falling. We are seeing a real improvement in the amount of renewable energy we are producing. We have a target of 80% renewable electricity by 2030. I think we will meet that target. If we miss it I do not think we will miss it by much. People were very sceptical about electric vehicles a few years ago when then Minister, Deputy Richard Bruton, produced his climate action plan on behalf of the Government at the time but we are now in line to meet those targets, which is really encouraging. We also retrofit about 35,000 homes every year. Again that is in line or exceeding our targets for retrofit. We are also seeing emissions fall from agriculture. I thank and recognise farmers for that fact. The new forestry programme will be helpful too.	spk_154
#LeoVaradkar	2024-02-14	dail	33	Taoiseach's Meetings and Engagements	dbsect_14	I proposes to take Questions Nos. 9 to 15, inclusive, together. I welcomed Premier Li Qiang to Ireland on 17 January for a working visit which marked 45 years of diplomatic relations between Ireland and China. In addition to our bilateral meeting, there was a working lunch that included several Chinese ministers, the Governor of the Central Bank of China, the Tánaiste and the Ministers, Deputies Ryan, Foley, McConalogue and Coveney. I had a productive meeting with Premier Li and his delegation. We agreed there is more we can do economically, including boosting trade. Importantly, the Premier confirmed that the pause on beef exports to China had been lifted. This was very welcome news for farmers and food producers around the country. It is testament to the very hard work that they do in ensuring that Irish food is of the highest quality. Premier Li confirmed China’s decision to extend a visa exemption to Irish passport holders wishing to travel to China for 15 days or less. This is very good news for tourists, business people and those visiting friends or relatives, who no longer need to apply for a visa to go to China provided they are only there for 15 days or less. We discussed global issues, including the ongoing conflicts in Ukraine and the Middle East. I was very clear that our relationship must be based on values and mutual interests. I expressed our strong commitment to a rules-based international order, based on the UN Charter and respect for fundamental rights. As we do in all our engagements with the Chinese Government, I raised human rights with Premier Li, including our concerns around the human rights situation in Xinjiang and in Hong Kong, and in the other special autonomous regions. I also mentioned the specific case of Jimmy Lai. I welcomed the resumption of the EU-China human rights dialogue to discuss these and other issues, including Tibet and the situation regarding human rights defenders. Overall, it was a very good and useful meeting, underlining the need for us to engage with China as a very important actor in the world if we are to deal effectively with the global challenges we all face.	spk_155
#LeoVaradkar	2024-02-14	dail	33	Taoiseach's Meetings and Engagements	dbsect_14	Decisions on security matters, including road closures such as, for example, in the Phoenix Park, are not made by me. They are security matters, they are dealt with by the Garda and the Defence Forces and they must, of course, remain confidential. At my meeting with the Chinese Premier, I raised our concerns about the treatment of the Uyghur population in Xinjiang. Premier Li disputed the veracity of those concerns and invited me to visit the region to see with my own eyes what the situation is there. I urged China to implement the recommendations of the recent UN report issued by Michelle Bachelet on the situation and to engage proactively with the UN High Commissioner for Human Rights. I also raised our concerns with regard to the human rights situation in the other special autonomous regions of Tibet and Hong Kong but we did not discuss any particular religious groups, including Falun Gong. I stressed our ongoing concerns about the national security law in Hong Kong and the clampdown there on media freedoms. We welcomed the resumption of the EU-China human rights dialogue to discuss issues including Tibet and the situation regarding human rights defenders. In June last year, the European Council set out its approach to China, shared by all EU states, which makes clear our desire to engage with the Chinese Government. The EU wants to see a balanced, reciprocal and mutually beneficial relationship with China, with a level playing field for our businesses. I am particularly pleased to see co-operation mechanisms between the EU and China advanced. It is important that China and the EU have strong and productive engagements on critical issues like climate, digital development and the sustainable development goals. It is equally important that we engage with China guided by values and interests. We welcome that the dialogue has continued. I also reaffirmed Ireland's long-standing adherence to the One China policy and our recognition of the People's Republic of China as the legitimate Government of China. We emphasised our view that any change to the current  Deputy Ó Murchú referred to the tech sector. I join him in expressing my regret at the bad news about the jobs at PayPal that will be lost in his constituency. It is important that workers get a decent redundancy package. That is normally the case when a large successful company lays off staff. Certainly, the Government will be there to make sure they get any social welfare entitlements they may need, as well as advice around job search, alternative jobs and careers, and perhaps help with going back to education, gaining a new skill or setting up their own enterprise. I know people who lost jobs in the tech sector previously who went on to set up their own businesses and have done extremely well. I wish the workers the best in that regard. The Deputy also raised the letter to President von der Leyen. We invited other countries to co-sign the letter. They declined for their own reasons and that has to remain confidential for reasons of diplomatic confidentiality. My understanding is that any decision to formally suspend the agreement would require a unanimous decision because foreign policy matters are subject to unanimity in the EU and do not fall under qualified majority voting. I would be up for that being changed. I would like to see the EU adopt common foreign policies by qualified majority voting. We would need to have a reasoned debate about that in this House and among the general public because while we would be on the winning side of most votes, we would not always be. We would have to bear in mind that this would leave us in a situation sometimes where we would be bound by foreign policy positions we do not support. That happens in other fields of EU competence but not as yet on foreign policy. We would need a proper debate about it if we were ever to go down that line.	spk_160
